Team ID , Team  , Region , Country , Track , Section , Size , Status
2074,FAFU-CHINA,Asia,China,Environment,Undergrad,20,Accepted
2169,FAU_Erlangen,Europe,Germany,Energy,Overgrad,14,Accepted
2114,Freiburg,Europe,Germany,Therapeutics,Overgrad,18,Accepted
1925,Fudan,Asia,China,Therapeutics,Undergrad,13,Accepted
1877,Gaston_Day,North America,United States,Environment,Undergrad,11,Accepted
2089,GDSYZX-United,Asia,China,High School,High_school,17,Accepted
2128,Genspace,North America,United States,Manufacturing,Overgrad,28,Accepted
1915,Georgia_State,North America,United States,Manufacturing,Overgrad,7,Accepted
2158,Gifu,Asia,Japan,Environment,Undergrad,20,Accepted
2151,Glasgow,Europe,United Kingdom,Food & Nutrition,Undergrad,14,Accepted
1978,Goettingen,Europe,Germany,Food & Nutrition,Overgrad,13,Accepted
1930,Groningen,Europe,Netherlands,Information Processing,Overgrad,19,Accepted
2057,Guanajuato_Mx,Latin America,Mexico,Manufacturing,Overgrad,24,Accepted
1909,Hamburg,Europe,Germany,Diagnostics,Overgrad,21,Accepted
2075,Hannover,Europe,Germany,New Application,Overgrad,18,Accepted
2010,Harvard_BioDesign,North America,United States,Environment,Undergrad,13,Accepted
2134,HFUT-China,Asia,China,Software,Undergrad,22,Accepted
2015,HokkaidoU_Japan,Asia,Japan,Foundational Advance,Overgrad,15,Accepted
2054,Hong_Kong_HKU,Asia,Hong Kong,Diagnostics,Undergrad,23,Accepted
1899,Hong_Kong_HKUST,Asia,Hong Kong,Information Processing,Undergrad,40,Accepted
1889,Hong_Kong_UCCKE,Asia,Hong Kong,High School,High_school,13,Accepted
1961,HSiTAIWAN,Asia,Taiwan,High School,High_school,23,Accepted
2036,HUST-China,Asia,China,Foundational Advance,Undergrad,13,Accepted
2012,HZAU-China,Asia,China,Information Processing,Undergrad,20,Accepted
2168,IISc_Bangalore,Asia,India,Manufacturing,Undergrad,10,Accepted
1956,IIT-Madras,Asia,India,Measurement,Undergrad,7,Accepted
2173,IIT_Delhi,Asia,India,Foundational Advance,Unspecified,3,Accepted
2163,IIT_Kharagpur,Asia,India,Manufacturing,Undergrad,23,Accepted
1893,Imperial_College,Europe,United Kingdom,Foundational Advance,Undergrad,21,Accepted
1944,India-Thapar-CSED,Asia,India,,Unspecified,1,Withdrawn
2127,IngenuityLab_Canada,North America,Canada,New Application,Undergrad,9,Accepted
1934,INSA-Lyon,Europe,France,Diagnostics,Undergrad,19,Accepted
2023,Ionis_Paris,Europe,France,Environment,Overgrad,17,Accepted
2141,Istanbul_Tech,Europe,Turkey,Diagnostics,Undergrad,13,Accepted
2178,IvyTech_SouthBend_IN,North America,United States,Environment,Overgrad,10,Accepted
1932,Jilin_China,Asia,China,Therapeutics,Undergrad,20,Accepted
1940,JNFLS_China,Asia,China,High School,High_school,16,Accepted
2000,JSNU-China,Asia,China,Therapeutics,Undergrad,11,Accepted
1901,JSNU_CHINA,Asia,China,,Unspecified,1,Deleted
2035,Judd_UK,Europe,United Kingdom,,High_school,1,Withdrawn
2175,KAIT_Japan,Asia,Japan,Environment,Undergrad,7,Accepted
1985,Kent,Europe,United Kingdom,New Application,Undergrad,13,Accepted
1952,Kingsborough_NY,North America,United States,Environment,Overgrad,16,Accepted
1999,KoreaSonyeodul,Asia,Korea, Republic Of,High School,High_school,9,Accepted
2094,Korea_U_Seoul,Asia,Korea, Republic Of,Energy,Overgrad,16,Accepted
1933,Kyoto,Asia,Japan,Therapeutics,Undergrad,14,Accepted
1911,LambertGA,North America,United States,High School,High_school,13,Accepted
1995,Lanzhou,Asia,China,Environment,Undergrad,4,Accepted
1902,Leicester,Europe,United Kingdom,Therapeutics,Undergrad,13,Accepted
1938,Leiden,Europe,Netherlands,Environment,Overgrad,17,Accepted
2109,Lethbridge,North America,Canada,Diagnostics,Overgrad,10,Accepted
2124,Lethbridge_HS,North America,Canada,High School,High_school,13,Accepted
2067,Liceo_Eugenio_Hostos,Latin America,Chile,,High_school,1,Withdrawn
2095,Linkoping_Sweden,Europe,Sweden,Environment,Overgrad,16,Accepted
2170,LMU-TUM_Munich,Europe,Germany,Manufacturing,Overgrad,21,Accepted
2112,LN-Shiyan-China,Asia,China,High School,High_school,17,Accepted
2107,Lubbock_TTU,North America,United States,Therapeutics,Overgrad,19,Accepted
1998,Macquarie_Australia,Asia,Australia,Energy,Undergrad,10,Accepted
2092,Manchester,Europe,United Kingdom,New Application,Undergrad,15,Accepted
1964,Marburg,Europe,Germany,New Application,Overgrad,18,Accepted
2164,McGill-McMaster,North America,Canada,,Unspecified,1,Withdrawn
1929,McMasterU,North America,Canada,Therapeutics,Undergrad,21,Accepted
2140,Melbourne,Asia,Australia,Manufacturing,Undergrad,10,Accepted
2052,METU_HS_Ankara,Europe,Turkey,High School,High_school,22,Accepted
2105,Michigan,North America,United States,Diagnostics,Undergrad,18,Accepted
2104,Michigan_Software,North America,United States,Software,Overgrad,7,Accepted
1991,Mingdao,Asia,Taiwan,High School,High_school,33,Accepted
2099,Minnesota,North America,United States,Foundational Advance,Undergrad,8,Accepted
2034,Missouri_Rolla,North America,United States,Environment,Undergrad,11,Accepted
2100,MIT,North America,United States,Diagnostics,Overgrad,14,Accepted
2125,MSU-Michigan,North America,United States,Manufacturing,Undergrad,7,Accepted
1950,Nagahama,Asia,Japan,Food & Nutrition,Undergrad,15,Accepted
1958,Nanjing-China,Asia,China,Energy,Undergrad,18,Accepted
1894,Nanjing_NFLS,Asia,China,High School,High_school,20,Accepted
2088,NAU-CHINA,Asia,China,Environment,Undergrad,12,Accepted
2142,NAWI-Graz,Europe,Austria,New Application,Overgrad,10,Accepted
1920,NCKU_Tainan,Asia,Taiwan,Diagnostics,Undergrad,26,Accepted
2046,NCL_India,Asia,India,,Unspecified,1,Withdrawn
1974,NCTU_Formosa,Asia,Taiwan,Environment,Undergrad,24,Accepted
1947,NEFU_China,Asia,China,Foundational Advance,Undergrad,8,Accepted
1982,NEU-China,Asia,China,New Application,Undergrad,10,Accepted
1895,Newcastle,Europe,United Kingdom,Foundational Advance,Undergrad,15,Accepted
1942,NJU-China,Asia,China,Therapeutics,Undergrad,19,Accepted
1981,NKU_China,Asia,China,New Application,Undergrad,26,Accepted
2182,Northeastern,North America,United States,Energy,Undergrad,13,Accepted
2108,NorthernBC,North America,Canada,Environment,Undergrad,9,Accepted
2019,Northwestern,North America,United States,Therapeutics,Overgrad,12,Accepted
1957,NRP-UEA-Norwich,Europe,United Kingdom,Energy,Undergrad,12,Accepted
2073,NTHU_Taiwan,Asia,Taiwan,Environment,Undergrad,17,Accepted
1970,NTNU_Trondheim,Europe,Norway,Foundational Advance,Overgrad,9,Accepted
2130,NTU-Singapore,Asia,Singapore,Measurement,Overgrad,12,Accepted
1997,NUDT_CHINA,Asia,China,New Application,Undergrad,9,Accepted
1897,NUS_Singapore,Asia,Singapore,Diagnostics,Undergrad,19,Accepted
2155,NWPU,Asia,China,Environment,Undergrad,14,Accepted
2040,NYMU-Taipei,Asia,Taiwan,Environment,Overgrad,28,Accepted
2122,NYU-AD,Asia,United Arab Emirates,Diagnostics,Undergrad,14,Accepted
1990,NYU_Shanghai,Asia,China,Food & Nutrition,Undergrad,12,Accepted
1910,OLS_Canmore,North America,Canada,High School,High_school,15,Accepted
2047,OUC-China,Asia,China,Foundational Advance,Undergrad,15,Accepted
1980,Oxford,Europe,United Kingdom,Therapeutics,Undergrad,13,Accepted
2043,Paris_Bettencourt,Europe,France,Manufacturing,Overgrad,15,Accepted
2039,Paris_Saclay,Europe,France,Foundational Advance,Overgrad,27,Accepted
2053,Pasteur_Paris,Europe,France,Diagnostics,Overgrad,24,Accepted
1989,Peking,Asia,China,Environment,Undergrad,19,Accepted
2056,Peshawar,Asia,Pakistan,Environment,Undergrad,16,Accepted
2084,Pittsburgh,North America,United States,Environment,Undergrad,12,Accepted
2037,Pretoria_UP,Africa,South Africa,Energy,Undergrad,16,Accepted
1986,Pumas_Mexico,Latin America,Mexico,Energy,Undergrad,30,Accepted
1988,Purdue,North America,United States,Environment,Undergrad,19,Accepted
2064,Queens_Canada,North America,Canada,Foundational Advance,Undergrad,14,Accepted
2077,RHIT,North America,United States,Manufacturing,Undergrad,11,Accepted
1878,Rice,North America,United States,Diagnostics,Undergrad,20,Accepted
2031,Richard_Montgomery,North America,United States,,Unspecified,1,Withdrawn
2126,Rock_Ridge_Virginia,North America,United States,,High_school,1,Withdrawn
2101,Ryerson_Toronto,North America,Canada,Manufacturing,Undergrad,10,Accepted
2115,Saint_Rose_School_A,Latin America,Chile,High School,High_school,6,Accepted
2119,Saint_Rose_School_B,Latin America,Chile,High School,High_school,9,Accepted
1959,SCAU-China,Asia,China,New Application,Undergrad,18,Accepted
2143,SCSU-New_Haven,North America,United States,Diagnostics,Overgrad,11,Accepted
1919,SCU-China,Asia,China,New Application,Undergrad,9,Accepted
1972,SCUT-China_A,Asia,China,Environment,Undergrad,14,Accepted
2080,SCUT-China_B,Asia,China,Therapeutics,Undergrad,18,Accepted
1979,SDSZ_China,Asia,China,High School,High_school,12,Accepted
2018,SDU-Denmark,Europe,Denmark,Therapeutics,Overgrad,17,Accepted
2132,ShanghaitechChina,Asia,China,New Application,Undergrad,15,Accepted
2152,ShanghaiTechChina_B,Asia,China,Therapeutics,Undergrad,14,Accepted
2016,Sheffield,Europe,United Kingdom,Diagnostics,Undergrad,20,Accepted
1928,Shenzhen_SFLS,Asia,China,High School,High_school,28,Accepted
1969,SJTU-BioX-Shanghai,Asia,China,Diagnostics,Undergrad,17,Accepted
2162,SJTU-Software,Asia,China,Software,Undergrad,17,Accepted
1965,Slovenia,Europe,Slovenia,Foundational Advance,Overgrad,20,Accepted
1892,SMS_Shenzhen,Asia,China,High School,High_school,21,Accepted
1881,SPS_singapore,Asia,Unspecified,,Unspecified,1,Deleted
1948,SRM_Chennai,Asia,India,Diagnostics,Undergrad,21,Accepted
2027,Stanford-Brown,North America,United States,Manufacturing,Undergrad,19,Accepted
2144,Stockholm,Europe,Sweden,Therapeutics,Overgrad,16,Accepted
1908,Stony_Brook,North America,United States,Diagnostics,Undergrad,32,Accepted
2102,StuyGem,North America,United States,,High_school,1,Withdrawn
1943,SUSTech_Shenzhen,Asia,China,Foundational Advance,Undergrad,21,Accepted
2113,SVCE_CHENNAI,Asia,India,Food & Nutrition,Undergrad,21,Accepted
1996,Sydney_Australia,Asia,Australia,Food & Nutrition,Undergrad,11,Accepted
1926,SYSU-CHINA,Asia,China,Therapeutics,Undergrad,14,Accepted
1888,SYSU-MED,Asia,Unspecified,,Unspecified,0,Deleted
1993,SYSU-MEDICINE,Asia,China,Therapeutics,Undergrad,17,Accepted
1883,SYSU-Software,Asia,China,Software,Undergrad,33,Accepted
1884,SZU-China,Asia,China,Energy,Undergrad,21,Accepted
1898,TAS_Taipei,Asia,Taiwan,High School,High_school,27,Accepted
2011,TCU_Taiwan,Asia,Taiwan,Diagnostics,Undergrad,20,Accepted
2069,Tec-Chihuahua,Latin America,Mexico,Environment,Undergrad,21,Accepted
1903,TEC-Costa_Rica,Latin America,Costa Rica,Diagnostics,Undergrad,19,Accepted
2055,Tec-Monterrey,Latin America,Mexico,Environment,Undergrad,18,Accepted
1904,TecCEM,Latin America,Mexico,New Application,Undergrad,20,Accepted
1905,TecCEM_HS,Latin America,Mexico,High School,High_school,21,Accepted
1992,Technion_Israel,Asia,Israel,Foundational Advance,Overgrad,19,Accepted
2081,TEC_GenetiX_CCM,Latin America,Mexico,High School,High_school,14,Accepted
2061,Tel-Hai,Asia,Israel,Therapeutics,Overgrad,13,Accepted
2110,Tianjin,Asia,China,Environment,Undergrad,25,Accepted
1921,TJUSLS_China,Asia,China,Environment,Overgrad,23,Accepted
1887,TMMU_China,Asia,China,Foundational Advance,Undergrad,12,Accepted
1949,Tokyo_Tech,Asia,Japan,Information Processing,Undergrad,26,Accepted
1924,Tonbridge,Europe,United Kingdom,,High_school,1,Withdrawn
1922,Tongji_Shanghai,Asia,China,Therapeutics,Undergrad,18,Accepted
2048,Toronto,North America,Canada,New Application,Undergrad,11,Accepted
1937,Toulouse_France,Europe,France,Environment,Overgrad,15,Accepted
2090,TP_CC_SanDiego,North America,United States,High School,High_school,24,Accepted
1984,TrinityCollegeDublin,Europe,Ireland,New Application,Undergrad,10,Accepted
1923,Tsinghua,Asia,China,New Application,Undergrad,17,Accepted
1918,Tsinghua-A,Asia,China,Information Processing,Undergrad,17,Accepted
2065,TU-Eindhoven,Europe,Netherlands,New Application,Undergrad,12,Accepted
1882,Tuebingen,Europe,Germany,Therapeutics,Overgrad,23,Accepted
2087,Tufts,North America,United States,Therapeutics,Undergrad,7,Accepted
1976,TU_Darmstadt,Europe,Germany,Foundational Advance,Overgrad,37,Accepted
1890,TU_Delft,Europe,Netherlands,New Application,Overgrad,16,Accepted
2014,UAM_Poznan,Europe,Poland,Manufacturing,Undergrad,9,Accepted
2029,UBonn_HBRS,Europe,Germany,Manufacturing,Undergrad,20,Accepted
2150,UCAS,Asia,China,Environment,Undergrad,17,Accepted
2002,UCC_Ireland,Europe,Ireland,Therapeutics,Undergrad,14,Accepted
2176,UChicago,North America,United States,New Application,Undergrad,12,Accepted
1954,UCL,Europe,United Kingdom,Therapeutics,Undergrad,19,Accepted
2068,UCLA,North America,United States,Therapeutics,Undergrad,14,Accepted
2093,UCLouvain,Europe,Belgium,Manufacturing,Overgrad,14,Accepted
1953,UConn,North America,United States,Environment,Undergrad,12,Accepted
2071,UCSC,North America,United States,Food & Nutrition,Overgrad,23,Accepted
2159,UCSD_Auditory,North America,United States,,Unspecified,1,Withdrawn
1916,UC_Davis,North America,United States,Food & Nutrition,Undergrad,10,Accepted
2085,UC_San_Diego,North America,United States,,Unspecified,4,Withdrawn
2013,UESTC-China,Asia,China,Energy,Undergrad,24,Accepted
2025,UESTC-software,Asia,China,Software,Undergrad,17,Accepted
2123,UFAM-UEA_Brazil,Latin America,Brazil,Environment,Overgrad,12,Accepted
1939,UGA-Georgia,North America,United States,Measurement,Overgrad,15,Accepted
1896,UGent_Belgium,Europe,Belgium,Environment,Overgrad,13,Accepted
2050,UI-Indonesia,Asia,Indonesia,Therapeutics,Undergrad,25,Accepted
1927,UiOslo_Norway,Europe,Norway,Diagnostics,Overgrad,11,Accepted
1987,UIUC_Illinois,North America,United States,Foundational Advance,Undergrad,16,Accepted
2007,ULV-LC-CV,North America,United States,Energy,Undergrad,24,Accepted
2032,UMaryland,North America,United States,Environment,Undergrad,13,Accepted
2138,UMass-Dartmouth,North America,United States,Foundational Advance,Undergrad,11,Accepted
2063,UNC-Chapel_Hill,North America,United States,Foundational Advance,Undergrad,11,Accepted
2086,UNebraska-Lincoln,North America,United States,Environment,Undergrad,12,Accepted
2076,UNH_Durham,North America,United States,Environment,Undergrad,7,Accepted
1975,UNIK_Copenhagen,Europe,Denmark,New Application,Overgrad,16,Accepted
2022,UNSW_Australia,Asia,Australia,Foundational Advance,Undergrad,9,Accepted
2024,UoA_NewZealand,Asia,New Zealand,Environment,Undergrad,19,Accepted
2008,UofC_Calgary,North America,Canada,Therapeutics,Undergrad,27,Accepted
2118,UPF-CRG_Barcelona,Europe,Spain,Therapeutics,Undergrad,16,Accepted
2106,UPIBI-IPN,Latin America,Mexico,,Unspecified,1,Withdrawn
2180,UPMC-Paris,Europe,France,Environment,Overgrad,14,Accepted
1973,UPO-Sevilla,Europe,Spain,Environment,Overgrad,11,Accepted
2003,Uppsala,Europe,Sweden,Hardware,Overgrad,12,Accepted
2179,UrbanTundra_Edmonton,North America,Canada,High School,High_school,14,Accepted
2147,USNA-Annapolis,North America,United States,Diagnostics,Undergrad,18,Accepted
2149,USP-EEL-Brazil,Latin America,Brazil,Energy,Undergrad,13,Accepted
2136,USP_UNIFESP-Brazil,Latin America,Brazil,Manufacturing,Overgrad,33,Accepted
2009,USTC,Asia,China,New Application,Undergrad,29,Accepted
2001,USTC-Software,Asia,China,Software,Undergrad,11,Accepted
2072,UST_Beijing,Asia,China,Food & Nutrition,Undergrad,31,Accepted
1966,UT-Knoxville,North America,United States,Manufacturing,Overgrad,14,Accepted
2070,UT-Tokyo,Asia,Japan,Information Processing,Undergrad,12,Accepted
2017,Valencia_UPV,Europe,Spain,Food & Nutrition,Undergrad,13,Accepted
2005,Vanderbilt,North America,United States,Foundational Advance,Undergrad,10,Accepted
2006,Vanderbilt_Software,North America,United States,,Undergrad,4,Withdrawn
1983,Vilnius-Lithuania,Europe,Lithuania,Therapeutics,Undergrad,20,Accepted
1879,Virginia,North America,United States,Environment,Undergrad,14,Accepted
1913,Wageningen_UR,Europe,Netherlands,Food & Nutrition,Overgrad,24,Accepted
1994,Warwick,Europe,United Kingdom,Diagnostics,Undergrad,11,Accepted
2165,Washington,North America,United States,New Application,Undergrad,20,Accepted
2135,WashU_StLouis,North America,United States,Environment,Undergrad,11,Accepted
2137,Waterloo,North America,Canada,Foundational Advance,Overgrad,38,Accepted
2177,Westlake,North America,United States,,High_school,1,Withdrawn
1977,Westminster_UoW,Europe,United Kingdom,Manufacturing,Undergrad,15,Accepted
2066,William_and_Mary,North America,United States,Foundational Advance,Undergrad,12,Accepted
1900,WLC-Milwaukee,North America,United States,Environment,Undergrad,10,Accepted
2167,Wound-Aid-West-Point,North America,United States,,Team not yet accepted,1,Pending
2083,WPI_Worcester,North America,United States,New Application,Undergrad,8,Accepted
1906,XJTLU-CHINA,Asia,China,Foundational Advance,Undergrad,21,Accepted
1960,XMU-China,Asia,China,Diagnostics,Undergrad,24,Accepted
2121,Yale,North America,United States,Foundational Advance,Undergrad,11,Accepted
1886,ZJU-China,Asia,China,Information Processing,Undergrad,15,Accepted
