Team ID , Team  , Region , Country , Track , Section , Size , Status
1484,Cambridge-JIC,Europe,United Kingdom,New Application,Undergrad,14,Accepted
1248,CAPS_Kansas,North America,United States,Food & Energy(P),High School,15,Accepted
1491,Carnegie_Mellon,North America,United States,Environment,Undergrad,11,Accepted
1569,catas,Asia,China,,Team not yet accepted,0,Pending
1421,CAU_China,Asia,China,New Application,Undergrad,21,Accepted
1282,Charlottesville_RS,North America,United States,Environment(P),High School,10,Accepted
1255,CIDEB-UANL_Mexico,Latin America,Mexico,Environment(P),High School,26,Accepted
1472,CityU_HK,Asia,Hong Kong,Health & Medicine,Undergrad,19,Accepted
1522,Clemson,North America,United States,Health & Medicine,Undergrad,2,Withdrawn
1298,CoBRA,North America,Canada,Environment(P),High School,15,Accepted
1455,Colombia,Latin America,Colombia,Food & Nutrition,Undergrad,15,Accepted
1547,Concordia,North America,Canada,Foundational Advance,Overgrad,23,Accepted
1552,CONGO_RD-NPS,Europe,Congo, The Democratic Republic Of The,,Team not yet accepted,0,Pending
1267,Consort_Alberta,North America,Canada,Environment(P),High School,9,Accepted
1354,Cooper_Union,North America,United States,Foundational Advance,Undergrad,16,Accepted
1460,Cornell,North America,United States,Environment,Undergrad,33,Accepted
1297,CSIA-SouthKorea,Asia,Korea, Republic Of,Environment(P),High School,8,Accepted
1495,CSU_Fort_Collins,North America,United States,Manufacturing,Undergrad,11,Accepted
1251,CSWProteens,North America,United States,New Application(P),High School,12,Accepted
1445,CU-Boulder,North America,United States,Health & Medicine,Overgrad,22,Accepted
1330,DTU-Denmark,Europe,Denmark,Measurement,Overgrad,19,Accepted
1545,Duke,North America,United States,Foundational Advance,Undergrad,8,Accepted
1315,Dundee,Europe,United Kingdom,Health & Medicine,Undergrad,16,Accepted
1399,Edinburgh,Europe,United Kingdom,Foundational Advance,Undergrad,20,Accepted
1301,Elan_Vital_South_Korea,Asia,Korea, Republic Of,Health & Medicine(P),High School,6,Accepted
1294,Enloe_Raleigh,North America,United States,,High School,1,Accepted
1486,EPF_Lausanne,Europe,Switzerland,New Application,Undergrad,22,Accepted
1541,ETH_Zurich,Europe,Switzerland,Information Processing,Overgrad,13,Accepted
1413,Evry,Europe,France,Environment,Overgrad,22,Accepted
1398,Exeter,Europe,United Kingdom,Environment,Overgrad,15,Accepted
1269,FHS_Frederick_MD,North America,United States,Food & Energy(P),High School,10,Accepted
1567,Fort_Leeders_of_NJ,North America,United States,,High School,0,Pending
1470,Freiburg,Europe,Germany,New Application,Overgrad,21,Accepted
1440,Fudan,Asia,China,Health & Medicine,Undergrad,19,Accepted
1320,Gaston_Day_School,North America,United States,Environment,Undergrad,14,Accepted
1278,GenetiX_Tec_CCM,Latin America,Mexico,Environment(P),High School,15,Accepted
1429,Genspace,North America,United States,Community Labs,Overgrad,28,Accepted
1539,GeorgiaTech,North America,United States,Foundational Advance,Undergrad,14,Accepted
1441,Georgia_State,North America,United States,Health & Medicine,Overgrad,17,Accepted
1566,GES_NCSU_Raleigh_NC,North America,United States,Policy & Practices,Overgrad,14,Accepted
1332,Gifu,Asia,Japan,New Application,Undergrad,14,Accepted
1463,Glasgow,Europe,United Kingdom,New Application,Undergrad,16,Accepted
1430,Goettingen,Europe,Germany,Health & Medicine,Overgrad,15,Accepted
1503,Gothenburg,Europe,Sweden,Foundational Advance,Overgrad,15,Accepted
1426,Greensboro_Aggies,North America,United States,Art & Design,Undergrad,9,Accepted
1365,Groningen,Europe,Netherlands,Health & Medicine,Overgrad,18,Accepted
1287,Guelph_CentennialCVI,North America,United States,,High School,0,Pending
1478,Hannover,Europe,Germany,Environment,Overgrad,14,Accepted
1528,Harrisburg_NBT,North America,United States,Environment,Undergrad,4,Accepted
1457,Harvard_BioDesign,North America,United States,Foundational Advance,Undergrad,9,Accepted
1362,Heidelberg,Europe,Germany,Foundational Advance,Undergrad,19,Accepted
1504,Hendrix_Arkansas,North America,United States,Health & Medicine,Undergrad,10,Accepted
1451,HFUT_CHINA,Asia,China,Software,Undergrad,11,Accepted
1437,HIT-Harbin,Asia,China,Environment,Undergrad,29,Accepted
1327,HNU_China,Asia,China,Environment,Undergrad,18,Accepted
1524,HokkaidoU_Japan,Asia,Japan,Foundational Advance,Overgrad,24,Accepted
1314,Hong_Kong-CUHK,Asia,Hong Kong,New Application,Undergrad,25,Accepted
1428,Hong_Kong_HKU,Asia,Hong Kong,Environment,Overgrad,20,Accepted
1379,Hong_Kong_HKUST,Asia,Hong Kong,Health & Medicine,Overgrad,30,Accepted
1286,HSAAHNU_Anhui,Asia,China,,High School,9,Accepted
1273,HTHS_Trussville_AL,North America,United States,Environment(P),High School,8,Accepted
1293,HUNGENIOUS,Europe,Hungary,Health & Medicine(P),High School,9,Accepted
1393,HUST-China,Asia,China,Environment,Undergrad,27,Accepted
1551,HUST-Innovators,Asia,China,New Application,Undergrad,13,Accepted
1368,HZAU-China,Asia,China,Information Processing,Undergrad,31,Accepted
1395,IIT_Delhi,Asia,India,Environment,Overgrad,25,Accepted
1321,Imperial,Europe,United Kingdom,Manufacturing,Undergrad,16,Accepted
1404,INSA-Lyon,Europe,France,Environment,Overgrad,29,Accepted
1387,ITB_Indonesia,Asia,Indonesia,Environment,Overgrad,29,Accepted
1313,ITESM-CEM,Latin America,Mexico,Health & Medicine,Undergrad,16,Accepted
1544,ITESM-Guadalajara,Latin America,Mexico,Entrepreneurship,Overgrad,11,Accepted
1477,IvyTech_SouthBend_IN,North America,United States,Environment,Overgrad,9,Accepted
1274,Jefferson_VA_SciCOS,North America,United States,Information Processing(P),High School,10,Accepted
1432,Jilin_China,Asia,China,Environment,Undergrad,33,Accepted
1414,KAIT_JAPAN,Asia,Japan,Health & Medicine,Undergrad,24,Accepted
1454,Kent,Europe,United Kingdom,Manufacturing,Undergrad,13,Accepted
1359,KIT-Kanazawa,Asia,Japan,Energy,Undergrad,6,Withdrawn
1448,KIT-Kyoto,Asia,Japan,Art & Design,Undergrad,23,Accepted
1377,Korea_U_Seoul,Asia,Korea, Republic Of,New Application,Undergrad,9,Accepted
1312,Kyoto,Asia,Japan,Foundational Advance,Undergrad,30,Accepted
1266,Lambert_GA,North America,United States,Manufacturing(P),High School,25,Accepted
1452,LA_Biohackers,North America,United States,Community Labs,Overgrad,13,Accepted
1419,Lethbridge,North America,Canada,Health & Medicine,Overgrad,17,Accepted
1292,Lethbridge_Canada,North America,Canada,Environment(P),High School,23,Accepted
1565,LIKA-CESAR-Brasil,Latin America,Brazil,Health & Medicine,Overgrad,13,Accepted
1447,Linkoping_Sweden,Europe,Sweden,Health & Medicine,Overgrad,17,Accepted
1351,LMU-Munich,Europe,Germany,Health & Medicine,Overgrad,20,Accepted
1337,London_BioHackspace,Europe,United Kingdom,Community Labs,Unspecified,8,Accepted
1523,LZU-China,Asia,China,Measurement,Overgrad,26,Accepted
1326,Macquarie_Australia,Asia,Australia,Energy,Overgrad,21,Accepted
1434,Manchester,Europe,United Kingdom,Food & Nutrition,Undergrad,12,Accepted
1329,Marburg,Europe,Germany,New Application,Overgrad,20,Accepted
1563,McGill,North America,Canada,,Team not yet accepted,0,Pending
1394,Melbourne,Asia,Australia,Manufacturing,Overgrad,23,Accepted
1285,METUHS-Ankara,Europe,Turkey,Environment(P),High School,19,Accepted
1392,METU_Turkey,Europe,Turkey,Environment,Undergrad,16,Accepted
1519,Michigan,North America,United States,Health & Medicine,Overgrad,28,Accepted
1562,Michigan_Software,North America,United States,Software,Overgrad,12,Accepted
1256,Mingdao,Asia,Taiwan,Environment(P),High School,25,Accepted
1420,Minnesota,North America,United States,Environment,Overgrad,28,Accepted
1464,Missouri-Columbia,North America,United States,Entrepreneurship,Overgrad,15,Withdrawn
1370,Missouri_Miners,North America,United States,Environment,Undergrad,13,Accepted
1391,MIT,North America,United States,Health & Medicine,Undergrad,21,Accepted
1249,Montgomery_Cougars_NJUSA,North America,United States,Health & Medicine(P),High School,39,Accepted
1342,Nagahama,Asia,Japan,New Application,Undergrad,11,Accepted
1520,Nanjing-China,Asia,China,Environment,Undergrad,16,Accepted
1252,Nanjing_NFLS,Asia,China,Foundational Advance(P),High School,18,Accepted
1331,Nankai,Asia,China,Energy,Undergrad,18,Accepted
1415,NCTU_Formosa,Asia,Taiwan,Environment,Undergrad,28,Accepted
1276,NC_School_Sci_Math,North America,United States,,High School,15,Accepted
1485,NEAU-Harbin,Asia,China,Foundational Advance,Undergrad,21,Accepted
1509,NEFU_China,Asia,China,Environment,Overgrad,16,Accepted
1347,Nevada,North America,United States,Foundational Advance,Undergrad,7,Accepted
1511,Nextomics,Asia,China,,Team not yet accepted,0,Pending
1290,NGSS_TR,Europe,Turkey,Health & Medicine(P),High School,13,Accepted
1555,NJAU_China,Asia,China,Environment,Undergrad,23,Accepted
1402,NJU-QIBEBT,Asia,China,Energy,Undergrad,28,Accepted
1417,Northwestern,North America,United States,Foundational Advance,Undergrad,10,Accepted
1467,NRP-UEA-Norwich,Europe,United Kingdom,Food & Nutrition,Undergrad,11,Accepted
1424,NTNU_Trondheim,Europe,Norway,Environment,Overgrad,11,Accepted
1507,NTU_Taida,Asia,Taiwan,Health & Medicine,Undergrad,34,Accepted
1532,NUDT_CHINA,Asia,China,Information Processing,Undergrad,11,Accepted
1515,NUI_Galway,Europe,Ireland,,Team not yet accepted,0,Pending
1335,NU_Kazakhstan,Asia,Kazakhstan,Measurement,Undergrad,11,Accepted
1510,NYMU-Taipei,Asia,Taiwan,Health & Medicine,Overgrad,34,Accepted
1268,OLS_Canmore_AB_CA,North America,Canada,Foundational Advance(P),High School,18,Accepted
1439,OUC-China,Asia,China,New Application,Undergrad,19,Accepted
1558,OU_Norman,North America,United States,Energy,Undergrad,7,Accepted
1446,Oxford,Europe,United Kingdom,Environment,Undergrad,15,Accepted
1403,Paris_Bettencourt,Europe,France,New Application,Overgrad,23,Accepted
1372,Paris_Saclay,Europe,France,Art & Design,Overgrad,26,Accepted
1277,PEA_Exeter_NH,North America,United States,Environment(P),High School,12,Accepted
1378,Peking,Asia,China,Environment,Undergrad,19,Accepted
1505,Penn,North America,United States,Environment,Undergrad,11,Accepted
1272,Penn_Mishawaka_IN,North America,United States,,High School,8,Accepted
1506,Penn_State,North America,United States,Foundational Advance,Undergrad,6,Accepted
1548,Pitt,North America,United States,Health & Medicine,Undergrad,9,Accepted
1481,PoznanBioInf,Europe,Poland,Information Processing,Undergrad,6,Accepted
1482,PoznanSoft,Europe,Poland,Software,Undergrad,6,Accepted
1422,Purdue,North America,United States,Food & Nutrition,Undergrad,18,Accepted
1435,Queens_Canada,North America,Canada,Foundational Advance,Undergrad,16,Accepted
1295,RAMNOTIREN_CALGARY,North America,Canada,,High School,13,Accepted
1304,Ravenwood_Raptors,North America,United States,,High School,9,Accepted
1476,Reading,Europe,United Kingdom,Energy,Undergrad,16,Accepted
1501,RHIT,North America,United States,Foundational Advance,Undergrad,9,Accepted
1556,Rutgers,North America,United States,Foundational Advance,Undergrad,12,Accepted
1469,Saarland,Europe,Germany,Health & Medicine,Overgrad,13,Accepted
1373,SCAU-China,Asia,China,Energy,Undergrad,18,Accepted
1375,SCU-China,Asia,China,Information Processing,Undergrad,26,Accepted
1462,SCUT,Asia,China,Foundational Advance,Undergrad,26,Accepted
1371,SCUT-China,Asia,China,Manufacturing,Undergrad,26,Accepted
1475,SDU-Denmark,Europe,Denmark,Food & Nutrition,Overgrad,15,Accepted
1531,SF_Bay_Area_DIYbio,North America,United States,Community Labs,Overgrad,29,Accepted
1270,Shasta_Summit_CA,North America,United States,,High School,13,Accepted
1498,Sheffield,Europe,United Kingdom,Manufacturing,Undergrad,16,Accepted
1260,Shenzhen_SFLS,Asia,China,Food & Energy(P),High School,25,Accepted
1288,Shenzhen_SZMS,Asia,China,Food & Energy(P),High School,21,Accepted
1453,SJTU-BioX-Shanghai,Asia,China,Foundational Advance,Undergrad,26,Accepted
1479,SJTU-Software,Asia,China,Software,Undergrad,12,Accepted
1299,SKLBC-China,Asia,China,Information Processing(P),High School,23,Accepted
1280,SMTexas,North America,United States,Health & Medicine(P),High School,17,Accepted
1499,StanfordBrownSpelman,North America,United States,New Application,Undergrad,20,Accepted
1382,Stony_Brook,North America,United States,Health & Medicine,Undergrad,16,Accepted
1300,StuyGem_NYC,North America,United States,Environment(P),High School,16,Accepted
1271,St_Pauls_London,Europe,United Kingdom,,High School,5,Accepted
1508,Sumbawagen,Asia,Indonesia,Measurement,Undergrad,20,Accepted
1431,SUSTC-Shenzhen,Asia,China,Health & Medicine,Undergrad,22,Accepted
1333,SYSU-China,Asia,Hong Kong,New Application,Undergrad,27,Accepted
1340,SYSU-Software,Asia,China,Software,Overgrad,29,Accepted
1350,SZU-China,Asia,China,Environment,Undergrad,21,Accepted
1275,Taipei_Fhjh,Asia,Unspecified,,High School,0,Pending
1253,TAS_Taipei,Asia,Taiwan,Health & Medicine(P),High School,16,Accepted
1473,TCU_Taiwan,Asia,Taiwan,Environment,Undergrad,10,Accepted
1366,Tec-Monterrey,Latin America,Mexico,Health & Medicine,Undergrad,24,Accepted
1343,Technion-Israel,Europe,Israel,Information Processing,Overgrad,15,Accepted
1296,The_Agency_EscondidoCA,North America,United States,,High School,6,Accepted
1517,The_Tech_Museum,North America,United States,Community Labs,Unspecified,4,Accepted
1361,Tianjin,Asia,China,Information Processing,Undergrad,21,Accepted
1339,Tokyo-NoKoGen,Asia,Japan,Environment,Undergrad,15,Accepted
1529,Tokyo_Tech,Asia,Japan,Information Processing,Undergrad,21,Accepted
1360,Tongji,Asia,China,Manufacturing,Undergrad,11,Accepted
1559,Toronto,North America,Canada,Environment,Overgrad,25,Accepted
1364,Toulouse,Europe,France,Environment,Undergrad,16,Accepted
1254,TP_CC-SanDiego,North America,United States,Food & Energy(P),High School,25,Accepted
1328,Tsinghua,Asia,China,Health & Medicine,Undergrad,17,Accepted
1311,Tsinghua-A,Asia,China,Foundational Advance,Undergrad,21,Accepted
1483,Tuebingen,Europe,Germany,Health & Medicine,Overgrad,27,Accepted
1427,Tufts,North America,United States,Health & Medicine,Undergrad,13,Accepted
1497,TU_Darmstadt,Europe,Germany,Energy,Overgrad,24,Accepted
1316,TU_Delft-Leiden,Europe,Netherlands,Microfluidics,Overgrad,20,Accepted
1492,TU_Eindhoven,Europe,Netherlands,New Application,Undergrad,18,Accepted
1480,UANL_Mty-Mexico,Latin America,Mexico,Information Processing,Overgrad,27,Accepted
1367,UB_Indonesia,Asia,Indonesia,Health & Medicine,Undergrad,18,Accepted
1564,UC-Santa_Cruz-BioE,North America,United States,Energy,Undergrad,11,Accepted
1518,UCC_Ireland,Europe,Ireland,Entrepreneurship,Undergrad,12,Accepted
1500,UChicago,North America,United States,Manufacturing,Undergrad,11,Accepted
1336,UCL,Europe,United Kingdom,Environment,Overgrad,32,Accepted
1384,UCLA,North America,United States,Manufacturing,Undergrad,13,Accepted
1257,UCL_Academy,Europe,United States,Environment(P),High School,14,Accepted
1560,UCSC,North America,United States,Energy,Overgrad,21,Accepted
1353,UCSD_Software,North America,United States,Software,Undergrad,16,Accepted
1346,UCSF_UCB,North America,United States,Information Processing,Undergrad,17,Accepted
1324,UC_Davis,North America,United States,Food & Nutrition,Overgrad,12,Accepted
1386,UC_Santa_Barbara,North America,United States,New Application,Undergrad,14,Accepted
1537,UESTC-China,Asia,China,Environment,Undergrad,14,Accepted
1536,UESTC-Lab,Asia,Unspecified,,Unspecified,0,Deleted
1535,UESTC-Software,Asia,China,Software,Undergrad,16,Accepted
1355,UFAM_Brazil,Latin America,Brazil,Environment,Undergrad,28,Accepted
1514,UFMG_Brazil,Latin America,Brazil,Health & Medicine,Overgrad,17,Accepted
1383,UGA-Georgia,North America,United States,New Application,Undergrad,14,Accepted
1344,UI-Indonesia,Asia,Indonesia,Health & Medicine,Undergrad,19,Accepted
1466,UiOslo_Norway,Europe,Norway,New Application,Overgrad,11,Accepted
1380,UIUC_Illinois,North America,United States,Food & Nutrition,Undergrad,13,Accepted
1318,ULB-Brussels,Europe,Belgium,Manufacturing,Overgrad,16,Accepted
1489,UMaryland,North America,United States,Environment,Undergrad,17,Accepted
1538,UMayor-Chile,Latin America,Chile,Health & Medicine,Overgrad,18,Accepted
1410,UMBC-Maryland,North America,United States,Environment,Undergrad,11,Withdrawn
1542,UNAM_Genomics,Latin America,Mexico,Health & Medicine,Undergrad,18,Withdrawn
1494,UNC-Chapel_Hill,North America,United States,Health & Medicine,Undergrad,8,Withdrawn
1516,UNebraska-Lincoln,North America,United States,,Unspecified,0,Deleted
1525,UNIK_Copenhagen,Europe,Denmark,New Application,Overgrad,12,Accepted
1400,uOttawa,North America,Canada,Measurement,Undergrad,32,Accepted
1381,Uppsala,Europe,Sweden,Health & Medicine,Overgrad,26,Accepted
1262,USP-OWLS-PA,North America,United States,,High School,11,Accepted
1363,USTC-China,Asia,China,New Application,Undergrad,27,Accepted
1376,USTC-Software,Asia,China,Software,Undergrad,18,Accepted
1348,UST_Beijing,Asia,China,Art & Design,Overgrad,19,Accepted
1388,USyd-Australia,Asia,Australia,Foundational Advance,Overgrad,7,Accepted
1487,UT-Dallas,North America,United States,Health & Medicine,Overgrad,10,Accepted
1461,UT-Tokyo,Asia,Japan,Information Processing,Undergrad,24,Accepted
1418,Utah_State,North America,United States,Manufacturing,Overgrad,13,Accepted
1496,UTK-Knoxville,North America,United States,Measurement,Undergrad,7,Withdrawn
1468,Valencia_Biocampus,Europe,Spain,Measurement,Undergrad,18,Accepted
1554,Valencia_UPV,Europe,Spain,Environment,Undergrad,18,Accepted
1322,Vanderbilt,North America,United States,Manufacturing,Undergrad,29,Accepted
1345,Vanderbilt_MF,North America,United States,Microfluidics,Undergrad,7,Accepted
1449,Vanderbilt_Software,North America,United States,Software,Undergrad,11,Accepted
1490,VictoriaBC,North America,Canada,Community Labs,Overgrad,7,Withdrawn
1357,Virginia,North America,United States,Environment,Undergrad,13,Accepted
1488,Virtus-Parva_Mexico,Latin America,Mexico,New Application,Undergrad,13,Accepted
1493,Wageningen_UR,Europe,Netherlands,Food & Nutrition,Overgrad,21,Accepted
1259,WalthamHS_BioHawks,North America,United States,Manufacturing(P),High School,14,Accepted
1459,Warsaw,Europe,Poland,New Application,Undergrad,21,Accepted
1442,Warwick,Europe,United Kingdom,Information Processing,Undergrad,13,Accepted
1408,Washington,North America,United States,Foundational Advance,Undergrad,27,Accepted
1385,WashU_StLouis,North America,United States,Environment,Undergrad,8,Accepted
1323,Waterloo,North America,Canada,Health & Medicine,Undergrad,41,Accepted
1258,WHHS_Cincinnati_OH,North America,United States,Environment(P),High School,17,Accepted
1334,WHU-China,Asia,China,Environment,Undergrad,30,Accepted
1561,WHU-Pharm,Asia,China,Health & Medicine,Undergrad,19,Accepted
1409,William_and_Mary,North America,United States,Foundational Advance,Undergrad,8,Accepted
1406,WLC-Milwaukee,North America,United States,Food & Nutrition,Undergrad,12,Accepted
1423,WPI-Worcester,North America,United States,Health & Medicine,Undergrad,8,Accepted
1412,XMU-China,Asia,China,Foundational Advance,Undergrad,28,Accepted
1534,XMUXA-China,Asia,China,,Team not yet accepted,0,Pending
1396,Yale,North America,United States,Manufacturing,Undergrad,19,Accepted
1526,York,Europe,United Kingdom,Environment,Undergrad,23,Accepted
1397,YZU_China,Asia,United States,,Team not yet accepted,0,Pending
1411,Zamorano,Latin America,Honduras,Policy & Practices,Undergrad,15,Accepted
1474,Zhejiang-leap,Asia,Unspecified,Microfluidics(P),Team not yet accepted,0,Pending
1433,ZJU-China,Asia,China,Foundational Advance,Undergrad,17,Accepted
