Team ID , Team  , Region , Country , Track , Section , Size , Status
263,Johns_Hopkins,North America,United States,,IGEM,1,Withdrawn
277,Johns_Hopkins-BAG,North America,United States,New Application,IGEM,9,Accepted
286,KAIT_Atsugi_,Asia,Japan,,IGEM,1,Deleted
238,KULeuven,Europe,Belgium,Manufacturing,IGEM,31,Accepted
271,KU_Seoul,Asia,Korea, Republic Of,Environment,IGEM,14,Accepted
210,Kyoto,Asia,Japan,Foundational Advance,IGEM,16,Accepted
242,LCG-UNAM-Mexico,Latin America,Mexico,New Application,IGEM,15,Accepted
249,Lethbridge,North America,Canada,Foundational Advance,IGEM,13,Accepted
290,McGill,North America,Canada,New Application,IGEM,6,Accepted
258,METU-Gene,Europe,Turkey,Health/Medicine,IGEM,19,Accepted
270,Michigan,North America,United States,Environment,IGEM,15,Accepted
202,Minnesota,North America,United States,Software Tools,IGEM,11,Accepted
269,Missouri_Miners,North America,United States,Food/Energy,IGEM,17,Accepted
181,MIT,North America,United States,Foundational Advance,IGEM,16,Accepted
199,MoWestern_Davidson,North America,United States,Information Processing,IGEM,21,Accepted
244,MtSAC_SynBio_,North America,,,IGEM,1,Deleted
188,NCTU_Formosa,Asia,Taiwan,New Application,IGEM,21,Accepted
262,Nevada,North America,United States,Health/Medicine,IGEM,15,Accepted
174,Newcastle,Europe,United Kingdom,Environment,IGEM,13,Accepted
256,NTU-Singapore,Asia,Singapore,Health/Medicine,IGEM,14,Accepted
195,NYMU-Taipei,Asia,Taiwan,Health/Medicine,IGEM,20,Accepted
276,NYU,North America,United States,,IGEM,6,Dropped
204,Osaka,Asia,Japan,New Application,IGEM,18,Accepted
257,Paris,Europe,France,Foundational Advance,IGEM,22,Accepted
228,PKU_Beijing,Asia,China,Information Processing,IGEM,14,Accepted
217,Purdue,North America,United States,Health/Medicine,IGEM,16,Accepted
214,Queens,North America,Canada,Health/Medicine,IGEM,16,Accepted
278,Rice,North America,United States,,IGEM,8,Withdrawn
237,SDU-Denmark,Europe,Denmark,Health/Medicine,IGEM,14,Accepted
246,Sheffield,Europe,United Kingdom,Foundational Advance,IGEM,8,Accepted
185,SJTU-BioX-Shanghai,Asia,China,Information Processing,IGEM,21,Accepted
245,Slovenia,Europe,Slovenia,Manufacturing,IGEM,18,Accepted
180,Southampton,Europe,United Kingdom,Information Processing,IGEM,14,Accepted
223,Stanford,North America,United States,Health/Medicine,IGEM,29,Accepted
292,SupBiotech-Paris,Europe,France,Health/Medicine,IGEM,14,Accepted
240,Sweden,Europe,Sweden,Information Processing,IGEM,10,Accepted
295,TAMU,North America,United States,,IGEM,1,Deleted
289,Tianjin,Asia,China,Environment,IGEM,12,Accepted
179,Todai-Tokyo,Asia,Japan,Health/Medicine,IGEM,20,Accepted
225,Tokyo-Nokogen,Asia,Japan,Manufacturing,IGEM,15,Accepted
193,Tokyo_Tech,Asia,Japan,Environment,IGEM,20,Accepted
192,TorontoMaRSDiscovery,North America,Canada,New Application,IGEM,12,Accepted
189,Tsinghua,Asia,China,Health/Medicine,IGEM,24,Accepted
175,TUDelft,Europe,Netherlands,Information Processing,IGEM,10,Accepted
291,TU_Munich,Europe,Germany,,IGEM,7,Dropped
229,TzuChiU_Formosa,Asia,Taiwan,Food/Energy,IGEM,59,Accepted
248,UAB-Barcelona,Europe,Spain,Environment,IGEM,11,Accepted
268,UChicago,North America,United States,Environment,IGEM,8,Accepted
267,UChicago_Maroon,North America,United States,,IGEM,1,Deleted
239,UCL_London,Europe,United States,Foundational Advance,IGEM,8,Accepted
209,UCSF,North America,United States,Health/Medicine,IGEM,20,Accepted
265,UC_Davis,North America,United States,New Application,IGEM,7,Accepted
196,ULB-Brussels,Europe,Belgium,Manufacturing,IGEM,12,Accepted
250,UNC_Chapel_Hill,North America,United States,,IGEM,13,Withdrawn
284,UNICAMP-Brazil,Latin America,Brazil,Food/Energy,IGEM,18,Accepted
173,UNIPV-Pavia,Europe,Italy,Food/Energy,IGEM,15,Accepted
224,UNSW-Australia,Asia,Australia,,IGEM,4,Deleted
234,uOttawa,North America,Canada,Health/Medicine,IGEM,16,Accepted
273,Uppsala-Sweden,Europe,Sweden,Food/Energy,IGEM,8,Accepted
205,UQ-Australia,Asia,Australia,Environment,IGEM,13,Accepted
176,USTC,Asia,China,Foundational Advance,IGEM,16,Accepted
183,USTC_Software,Asia,China,Software Tools,IGEM,9,Accepted
208,Utah_State,North America,United States,Manufacturing,IGEM,19,Accepted
222,Valencia,Europe,Spain,New Application,IGEM,19,Accepted
235,VictoriaBC,North America,Canada,Manufacturing,IGEM,8,Accepted
254,Victoria_Australia,Asia,Australia,Manufacturing,IGEM,13,Accepted
231,Virginia,North America,United States,Environment,IGEM,7,Accepted
264,Virginia_Commonwealth,North America,United States,Foundational Advance,IGEM,12,Accepted
177,Warsaw,Europe,Poland,Health/Medicine,IGEM,18,Accepted
215,Washington,North America,United States,Manufacturing,IGEM,11,Accepted
253,Washington-Software,North America,United States,Software Tools,IGEM,8,Accepted
227,Wash_U,North America,United States,Food/Energy,IGEM,16,Accepted
241,Waterloo,North America,Canada,Foundational Advance,IGEM,26,Accepted
220,Wisconsin-Madison,North America,United States,Food/Energy,IGEM,12,Accepted
219,Yeshiva_NYC,North America,United States,Foundational Advance,IGEM,5,Accepted
